"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002725","GO:0002725","negative regulation of T cell cytokine production","5/774","11/18614",4.59909557037672e-05,0.0017479237060205,0.00145994545431726,"SLAMF1/FOXP3/TBX21/XCL1/ARG1",5
"GO:0033632","GO:0033632","regulation of cell-cell adhesion mediated by integrin","5/774","11/18614",4.59909557037672e-05,0.0017479237060205,0.00145994545431726,"SKAP1/ADA/CD3E/PIEZO1/DPP4",5
"GO:0043383","GO:0043383","negative T cell selection","5/774","12/18614",7.61427494265164e-05,0.00267604920968354,0.00223515812832677,"CD3E/ZAP70/CD28/CCR7/THEMIS",5
"GO:0002664","GO:0002664","regulation of T cell tolerance induction","5/774","13/18614",0.000119500743523209,0.0039058818020561,0.00326237029818362,"CD3E/IL2RA/FOXP3/IDO1/CLC",5
"GO:0042492","GO:0042492","gamma-delta T cell differentiation","5/774","13/18614",0.000119500743523209,0.0039058818020561,0.00326237029818362,"TCF7/GPR18/LEF1/KLRC1/SOX13",5
"GO:2000402","GO:2000402","negative regulation of lymphocyte migration","5/774","15/18614",0.000260119292154582,0.00714453702863238,0.00596744258472277,"GCSAM/KLRK1/ADTRP/KLRC4-KLRK1/CCL2",5
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","5/774","17/18614",0.000500100437772354,0.011974932460505,0.0100020087554471,"SKAP1/ADA/CD3E/PIEZO1/DPP4",5
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","5/774","18/18614",0.000668891592095032,0.0152353461237813,0.0127252546788811,"SLAMF1/IL23A/TBX21/XCL1/IL18R1",5
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","5/774","18/18614",0.000668891592095032,0.0152353461237813,0.0127252546788811,"GATA3/CD81/XCL1/IL4/IDO1",5
"GO:0002643","GO:0002643","regulation of tolerance induction","5/774","20/18614",0.00112955751352189,0.0227197460489003,0.0189765662271677,"CD3E/IL2RA/FOXP3/IDO1/CLC",5
"GO:0002837","GO:0002837","regulation of immune response to tumor cell","5/774","21/18614",0.00143227650365646,0.0269045732885124,0.0224719244539204,"HLA-DRB1/CRTAM/CD160/IL4I1/HLA-DRB3",5
"GO:0007413","GO:0007413","axonal fasciculation","5/774","21/18614",0.00143227650365646,0.0269045732885124,0.0224719244539204,"AMIGO1/EPHA4/EPHB2/NRP1/EPHB3",5
"GO:0043373","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","5/774","21/18614",0.00143227650365646,0.0269045732885124,0.0224719244539204,"LY9/SLAMF6/IL23A/FOXP3/TBX21",5
"GO:0106030","GO:0106030","neuron projection fasciculation","5/774","21/18614",0.00143227650365646,0.0269045732885124,0.0224719244539204,"AMIGO1/EPHA4/EPHB2/NRP1/EPHB3",5
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","5/774","22/18614",0.00179075717438116,0.0314682248627142,0.0262836940110784,"FYN/KLRK1/KLRC3/KLRC4-KLRK1/KLRC4",5
"GO:0002834","GO:0002834","regulation of response to tumor cell","5/774","22/18614",0.00179075717438116,0.0314682248627142,0.0262836940110784,"HLA-DRB1/CRTAM/CD160/IL4I1/HLA-DRB3",5
"GO:1990840","GO:1990840","response to lectin","5/774","22/18614",0.00179075717438116,0.0314682248627142,0.0262836940110784,"FYN/KLRK1/KLRC3/KLRC4-KLRK1/KLRC4",5
"GO:1990858","GO:1990858","cellular response to lectin","5/774","22/18614",0.00179075717438116,0.0314682248627142,0.0262836940110784,"FYN/KLRK1/KLRC3/KLRC4-KLRK1/KLRC4",5
"GO:0021533","GO:0021533","cell differentiation in hindbrain","5/774","23/18614",0.00221077779817149,0.0359498867329529,0.0300269820348665,"NOG/RORA/WNT7A/GATA2/LHX1",5
"GO:1900120","GO:1900120","regulation of receptor binding","5/774","23/18614",0.00221077779817149,0.0359498867329529,0.0300269820348665,"LDOC1/NOG/NRP1/PCSK9/GREM2",5
"GO:0032693","GO:0032693","negative regulation of interleukin-10 production","5/774","25/18614",0.00325889486930704,0.0486378898645208,0.0406245798776631,"TRIB2/IL23A/FOXP3/DLL1/IDO1",5
"GO:0035744","GO:0035744","T-helper 1 cell cytokine production","4/774","8/18614",0.000181601994513903,0.00549598258396936,0.00459049486132365,"SLAMF1/TBX21/XCL1/IL18R1",4
"GO:2000501","GO:2000501","regulation of natural killer cell chemotaxis","4/774","8/18614",0.000181601994513903,0.00549598258396936,0.00459049486132365,"KLRK1/XCL1/KLRC4-KLRK1/CCL2",4
"GO:2000554","GO:2000554","regulation of T-helper 1 cell cytokine production","4/774","8/18614",0.000181601994513903,0.00549598258396936,0.00459049486132365,"SLAMF1/TBX21/XCL1/IL18R1",4
"GO:2000556","GO:2000556","positive regulation of T-helper 1 cell cytokine production","4/774","8/18614",0.000181601994513903,0.00549598258396936,0.00459049486132365,"SLAMF1/TBX21/XCL1/IL18R1",4
"GO:0099612","GO:0099612","protein localization to axon","4/774","9/18614",0.00031612409208785,0.00813583933062312,0.00679542339684905,"TRIM46/MAL/ANK3/CNTNAP1",4
"GO:2000553","GO:2000553","positive regulation of T-helper 2 cell cytokine production","4/774","9/18614",0.00031612409208785,0.00813583933062312,0.00679542339684905,"GATA3/CD81/XCL1/IL4",4
"GO:0035747","GO:0035747","natural killer cell chemotaxis","4/774","10/18614",0.000509556095062696,0.0120687253384958,0.0100803488371099,"KLRK1/XCL1/KLRC4-KLRK1/CCL2",4
"GO:0046085","GO:0046085","adenosine metabolic process","4/774","10/18614",0.000509556095062696,0.0120687253384958,0.0100803488371099,"ADA/ADA2/PTGDR/NT5E",4
"GO:0021562","GO:0021562","vestibulocochlear nerve development","4/774","11/18614",0.000774450460410655,0.0167635187407432,0.014001654019345,"NPR2/NRP2/TIFAB/NRP1",4
"GO:0033089","GO:0033089","positive regulation of T cell differentiation in thymus","4/774","11/18614",0.000774450460410655,0.0167635187407432,0.014001654019345,"ADA/TESPA1/RASGRP1/IL7R",4
"GO:0045060","GO:0045060","negative thymic T cell selection","4/774","11/18614",0.000774450460410655,0.0167635187407432,0.014001654019345,"CD3E/ZAP70/CD28/CCR7",4
"GO:0071679","GO:0071679","commissural neuron axon guidance","4/774","11/18614",0.000774450460410655,0.0167635187407432,0.014001654019345,"PTCH1/NCAM1/EPHB2/NRP1",4
"GO:0045059","GO:0045059","positive thymic T cell selection","4/774","14/18614",0.00212600568234444,0.0353631021513629,0.0295368728386785,"CD3E/CD3G/CD3D/ZAP70",4
"GO:0048302","GO:0048302","regulation of isotype switching to IgG isotypes","4/774","14/18614",0.00212600568234444,0.0353631021513629,0.0295368728386785,"CD28/FOXP3/TBX21/IL4",4
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","4/774","14/18614",0.00212600568234444,0.0353631021513629,0.0295368728386785,"LY9/SLAMF6/IL23A/TBX21",4
"GO:0001771","GO:0001771","immunological synapse formation","4/774","15/18614",0.00280450982423166,0.0433406163617077,0.0362000558872455,"CD6/CD81/CCR7/PRF1",4
"GO:0002836","GO:0002836","positive regulation of response to tumor cell","4/774","15/18614",0.00280450982423166,0.0433406163617077,0.0362000558872455,"HLA-DRB1/CRTAM/CD160/HLA-DRB3",4
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell","4/774","15/18614",0.00280450982423166,0.0433406163617077,0.0362000558872455,"HLA-DRB1/CRTAM/CD160/HLA-DRB3",4
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","4/774","15/18614",0.00280450982423166,0.0433406163617077,0.0362000558872455,"RUNX3/BCL2/GPR18/EOMES",4
"GO:0048291","GO:0048291","isotype switching to IgG isotypes","4/774","15/18614",0.00280450982423166,0.0433406163617077,0.0362000558872455,"CD28/FOXP3/TBX21/IL4",4
"GO:2000502","GO:2000502","negative regulation of natural killer cell chemotaxis","3/774","3/18614",7.16289564681893e-05,0.00259502977418539,0.00216748700735081,"KLRK1/KLRC4-KLRK1/CCL2",3
"GO:0060300","GO:0060300","regulation of cytokine activity","3/774","4/18614",0.000277613683252214,0.00743571553121235,0.00621064812611587,"NOG/NRP1/GREM2",3
"GO:1901624","GO:1901624","negative regulation of lymphocyte chemotaxis","3/774","4/18614",0.000277613683252214,0.00743571553121235,0.00621064812611587,"KLRK1/KLRC4-KLRK1/CCL2",3
"GO:0060978","GO:0060978","angiogenesis involved in coronary vascular morphogenesis","3/774","5/18614",0.000672515514643963,0.0152647011084291,0.0127497732984585,"ACE/PDGFRB/NRP1",3
"GO:0021828","GO:0021828","gonadotrophin-releasing hormone neuronal migration to the hypothalamus","3/774","6/18614",0.00130341623189242,0.0249866038354275,0.0208699490502424,"NRP2/PLXNA1/NRP1",3
"GO:0021856","GO:0021856","hypothalamic tangential migration using cell-axon interactions","3/774","6/18614",0.00130341623189242,0.0249866038354275,0.0208699490502424,"NRP2/PLXNA1/NRP1",3
"GO:0033634","GO:0033634","positive regulation of cell-cell adhesion mediated by integrin","3/774","6/18614",0.00130341623189242,0.0249866038354275,0.0208699490502424,"SKAP1/CD3E/PIEZO1",3
"GO:0072197","GO:0072197","ureter morphogenesis","3/774","6/18614",0.00130341623189242,0.0249866038354275,0.0208699490502424,"GATA3/SOX8/LHX1",3
"GO:1904783","GO:1904783","positive regulation of NMDA glutamate receptor activity","3/774","6/18614",0.00130341623189242,0.0249866038354275,0.0208699490502424,"EPHB2/IFNG/CCL2",3
"GO:0021648","GO:0021648","vestibulocochlear nerve morphogenesis","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"NRP2/TIFAB/NRP1",3
"GO:0021855","GO:0021855","hypothalamus cell migration","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"NRP2/PLXNA1/NRP1",3
"GO:0032829","GO:0032829","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"HLA-DRB1/FOXP3/IFNG",3
"GO:0032831","GO:0032831","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"HLA-DRB1/FOXP3/IFNG",3
"GO:0071286","GO:0071286","cellular response to magnesium ion","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"SLC41A1/SMPD3/ANK3",3
"GO:0140507","GO:0140507","granzyme-mediated programmed cell death signaling pathway","3/774","7/18614",0.00221055639420655,0.0359498867329529,0.0300269820348665,"GZMA/NKG7/GZMB",3
"GO:0002249","GO:0002249","lymphocyte anergy","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"CD3E/FOXP3/CLC",3
"GO:0002667","GO:0002667","regulation of T cell anergy","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"CD3E/FOXP3/CLC",3
"GO:0002870","GO:0002870","T cell anergy","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"CD3E/FOXP3/CLC",3
"GO:0002911","GO:0002911","regulation of lymphocyte anergy","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"CD3E/FOXP3/CLC",3
"GO:0021612","GO:0021612","facial nerve structural organization","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"NRP2/NRP1/EGR2",3
"GO:0021886","GO:0021886","hypothalamus gonadotrophin-releasing hormone neuron differentiation","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"NRP2/PLXNA1/NRP1",3
"GO:0021888","GO:0021888","hypothalamus gonadotrophin-releasing hormone neuron development","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"NRP2/PLXNA1/NRP1",3
"GO:0035457","GO:0035457","cellular response to interferon-alpha","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"GATA3/PYHIN1/AXL",3
"GO:0060600","GO:0060600","dichotomous subdivision of an epithelial terminal unit","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"PLXNA1/CELSR1/NRP1",3
"GO:0060896","GO:0060896","neural plate pattern specification","3/774","8/18614",0.00342792903402214,0.0495760444588556,0.0414081693047807,"PTCH1/NOG/CELSR2",3
"GO:0021649","GO:0021649","vestibulocochlear nerve structural organization","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"NRP2/NRP1",2
"GO:0021679","GO:0021679","cerebellar molecular layer development","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"DLL1/ZNF365",2
"GO:0021687","GO:0021687","cerebellar molecular layer morphogenesis","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"DLL1/ZNF365",2
"GO:0061152","GO:0061152","trachea submucosa development","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"LEF1/EDA",2
"GO:0061153","GO:0061153","trachea gland development","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"LEF1/EDA",2
"GO:0061552","GO:0061552","ganglion morphogenesis","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"NRP2/NRP1",2
"GO:0097102","GO:0097102","endothelial tip cell fate specification","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"DLL1/NRP1",2
"GO:1903375","GO:1903375","facioacoustic ganglion development","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"NRP2/NRP1",2
"GO:1904835","GO:1904835","dorsal root ganglion morphogenesis","2/774","2/18614",0.00172688877951546,0.0307593241190533,0.025691587836933,"NRP2/NRP1",2
"GO:0009897","GO:0009897","external side of plasma membrane","50/801","426/19518",2.30310894202567e-11,1.37956225627337e-08,1.25580045470452e-08,"CD4/LY9/IL21R/CD2/CD244/ADA/CD3E/CD5/CD40LG/IL11RA/SLAMF1/ACE/CD3G/HLA-DRB1/CD3D/IL7R/SLAMF6/DNAI2/CCR5/KLRK1/CD28/IL2RB/ITGA3/IL2RA/ENG/HEG1/AMOT/IL12RB2/TGFBR3/ABCB1/FASLG/CD79B/NCAM1/CLEC10A/CD27/CD248/CD8A/ENPP3/SLC4A3/FCRL6/LAG3/MS4A2/PRLR/CD1C/NT5E/PCSK9/CLEC4F/KLRC4-KLRK1/IL5RA/IGHD",50
"GO:0030139","GO:0030139","endocytic vesicle","28/801","347/19518",0.000542932294775691,0.0271013703808866,0.0246700814643691,"CD4/HLA-DPA1/HLA-DPB1/SLAMF1/CAMK2D/ATP6V0E2/RAB11FIP5/CD3G/HLA-DRB1/CD3D/IL7R/PLD4/DPP4/NOS3/PTCH1/AMOT/TLR7/WNT7A/HLA-DQA1/SFTPD/GNLY/MARCO/WNT1/PLEKHG5/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",28
"GO:0030666","GO:0030666","endocytic vesicle membrane","19/801","196/19518",0.000470057952820081,0.0257494977814171,0.0234394866018347,"CD4/HLA-DPA1/HLA-DPB1/CAMK2D/ATP6V0E2/CD3G/HLA-DRB1/CD3D/IL7R/NOS3/PTCH1/WNT7A/HLA-DQA1/MARCO/WNT1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",19
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","15/801","136/19518",0.000472862229708828,0.0257494977814171,0.0234394866018347,"CD4/HLA-DPA1/HLA-DPB1/ATP6V0E2/CD3G/HLA-DRB1/CD3D/IL7R/NCALD/HLA-DQA1/REEP6/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",15
"GO:0001772","GO:0001772","immunological synapse","14/801","43/19518",8.88815070244592e-10,1.77466742358837e-07,1.61546037328666e-07,"SKAP1/PRKCQ/CD6/CD3E/CD81/LCK/HLA-DRB1/CRTAM/ZAP70/CARD11/CD28/GZMA/IL4I1/GZMB",14
"GO:0045334","GO:0045334","clathrin-coated endocytic vesicle","13/801","92/19518",9.48731769443094e-05,0.00710362912370517,0.00646635600752004,"CD4/HLA-DPA1/HLA-DPB1/CD3G/HLA-DRB1/CD3D/IL7R/HLA-DQA1/SFTPD/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",13
"GO:0030669","GO:0030669","clathrin-coated endocytic vesicle membrane","12/801","73/19518",3.86086522497249e-05,0.00385443044959753,0.00350864594129079,"CD4/HLA-DPA1/HLA-DPB1/CD3G/HLA-DRB1/CD3D/IL7R/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",12
"GO:0032588","GO:0032588","trans-Golgi network membrane","12/801","102/19518",0.000959775884524041,0.0410646967735643,0.0373807449761995,"HLA-DPA1/HLA-DPB1/HLA-DRB1/PLD4/NSG1/HLA-DQA1/LGR6/BOK/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",12
"GO:0042613","GO:0042613","MHC class II protein complex","10/801","17/19518",1.91986446209138e-10,5.7499940639637e-08,5.23415679664914e-08,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0042611","GO:0042611","MHC protein complex","10/801","25/19518",2.39156219743692e-08,3.58136439066178e-06,3.26007689019032e-06,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0098553","GO:0098553","lumenal side of endoplasmic reticulum membrane","8/801","29/19518",1.54720103086432e-05,0.00185354683497546,0.00168726343997414,"HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",8
"GO:0098576","GO:0098576","lumenal side of membrane","8/801","36/19518",8.45529258099503e-05,0.00710362912370517,0.00646635600752004,"HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",8
"GO:0044194","GO:0044194","cytolytic granule","5/801","13/19518",0.000112359510706752,0.0074781496570383,0.00680727795860793,"PRF1/GNLY/NKG7/GZMB/GZMH",5
"GO:0002116","GO:0002116","semaphorin receptor complex","4/801","11/19518",0.000737249161661578,0.0339701729104065,0.0309226773879107,"NRP2/PLXNB2/PLXNA1/NRP1",4
"GO:0042105","GO:0042105","alpha-beta T cell receptor complex","4/801","12/19518",0.00107009363700427,0.0427324059043706,0.0388988423837343,"CD3E/CD247/CD3G/CD3D",4
"GO:0042106","GO:0042106","gamma-delta T cell receptor complex","3/801","6/19518",0.00125476459968924,0.0442119997184621,0.0402457004730047,"CD3E/CD247/CD3G",3
"GO:0048179","GO:0048179","activin receptor complex","3/801","6/19518",0.00125476459968924,0.0442119997184621,0.0402457004730047,"ACVR2A/ACVR2B/ACVR1C",3
"GO:0140375","GO:0140375","immune receptor activity","30/777","141/18369",1.671797098493e-13,1.9810795617142e-10,1.76330599230525e-10,"CD4/IL21R/HLA-DPA1/IL11RA/HLA-DRB1/IL7R/CMKLR1/CCR5/KLRK1/IL2RB/CX3CR1/CCR7/IL2RA/IL12RB2/CD160/CXCR5/CCR6/KLRC1/HLA-DQA1/KLRF1/CXCR3/IL1R2/PRLR/FPR3/IL18R1/KLRC4-KLRK1/IL5RA/CCR3/HLA-DQA2/HLA-DRB3",30
"GO:0019955","GO:0019955","cytokine binding","26/777","130/18369",3.05635643000884e-11,1.20726078985349e-08,1.07455057644521e-08,"CD4/IL11RA/TGFB3/CSF1R/CCR5/NRP2/IL2RB/CX3CR1/CCR7/IL2RA/ENG/LTBP3/IL12RB2/NOG/TGFBR3/CCR6/LTBP4/CXCR3/IL1R2/PRLR/NRP1/IL18R1/GREM2/IL5RA/CCR3/NBL1",26
"GO:0030246","GO:0030246","carbohydrate binding","25/777","273/18369",0.000251996666343468,0.0149308024808505,0.0132895084040081,"GALNT6/GALNT12/KLRB1/ITIH1/HLA-DRB1/KLRK1/CHI3L2/ADGRL1/ENG/PKD1/KLRG1/KLRC1/SFTPD/CLEC10A/CD248/KLRF1/ENPP2/KLRC3/LGALS2/REG4/CLEC4F/KLRC4-KLRK1/SIGLEC8/CLC/SIGLEC1",25
"GO:0019838","GO:0019838","growth factor binding","22/777","132/18369",3.44197199095085e-08,5.82676687039536e-06,5.18624952621466e-06,"FGFRL1/ACVR2A/IL11RA/ACVR2B/TGFB3/CSF1R/ERBB2/IGFBP4/NRP2/IGFBP3/IL2RB/IL2RA/ENG/LTBP3/TGFBR3/LTBP4/PDGFRB/IL1R2/FGFBP2/COL6A1/NRP1/ACVR1C",22
"GO:0005539","GO:0005539","glycosaminoglycan binding","22/777","232/18369",0.000358690669236208,0.0202404020497575,0.0180154411315629,"FGFRL1/ADA2/ITIH1/SPOCK2/COLQ/NRP2/ADAMTSL5/PTCH1/ENG/TGFBR3/FBLN7/HAPLN3/LTBP4/ADGRG1/LPA/ADAMTS1/LGR6/NRP1/REG4/GREM2/CCL23/COL5A3",22
"GO:0004713","GO:0004713","protein tyrosine kinase activity","21/777","137/18369",3.05303414230604e-07,4.52230682329082e-05,4.02518448761928e-05,"FGFRL1/FYN/LCK/CSF1R/ERBB2/ZAP70/NRP2/DYRK2/ITK/TNK1/EPHA1/TXK/LTK/TIE1/EPHA4/MATK/PDGFRB/EPHB2/NRP1/AXL/EPHB3",21
"GO:0004896","GO:0004896","cytokine receptor activity","19/777","92/18369",7.96256515223197e-09,1.57260661756581e-06,1.39973513728709e-06,"CD4/IL21R/IL11RA/IL7R/CMKLR1/CCR5/IL2RB/CX3CR1/CCR7/IL2RA/IL12RB2/CXCR5/CCR6/CXCR3/IL1R2/PRLR/IL18R1/IL5RA/CCR3",19
"GO:0019199","GO:0019199","transmembrane receptor protein kinase activity","18/777","77/18369",2.41533154993998e-09,5.72433577335775e-07,5.09507834324181e-07,"FGFRL1/ACVR2A/ACVR2B/CSF1R/ERBB2/NRP2/EPHA1/TGFBR3/LTK/TIE1/LTBP4/EPHA4/PDGFRB/EPHB2/NRP1/AXL/ACVR1C/EPHB3",18
"GO:0019902","GO:0019902","phosphatase binding","18/777","187/18369",0.00100208950006681,0.0395825352526391,0.0352313571602437,"TP53/SKAP1/SH3YL1/SMAD3/MFHAS1/LCK/DLG3/NFATC2/BCL2/RCAN3/CSF1R/ERBB2/KCNN4/PVRIG/FCRL3/SYTL2/FCRL6/JUP",18
"GO:0008201","GO:0008201","heparin binding","17/777","168/18369",0.000784713378625791,0.034440198284132,0.030654300404797,"FGFRL1/ADA2/COLQ/NRP2/ADAMTSL5/PTCH1/TGFBR3/FBLN7/ADGRG1/LPA/ADAMTS1/LGR6/NRP1/REG4/GREM2/CCL23/COL5A3",17
"GO:0023023","GO:0023023","MHC protein complex binding","15/777","36/18369",5.27832439079742e-12,3.12740720154747e-09,2.78362159977843e-09,"CD4/HLA-DPA1/HLA-DMA/HLA-DPB1/CD81/HLA-DMB/HLA-DRB1/CD160/KLRC1/HLA-DQA1/CD8A/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",15
"GO:0003823","GO:0003823","antigen binding","15/777","118/18369",0.000135987708040311,0.0100715896267355,0.00896445285897312,"HLA-DPA1/HLA-DPB1/SLAMF1/HLA-DRB1/IL7R/HLA-DQA1/TSPAN4/LAG3/CD1C/SPON2/KIR2DL3/IGHE/IGHD/HLA-DRB5/HLA-DRB3",15
"GO:0004714","GO:0004714","transmembrane receptor protein tyrosine kinase activity","13/777","60/18369",1.02874446978281e-06,0.000135451355188069,0.000120561632599108,"FGFRL1/CSF1R/ERBB2/NRP2/EPHA1/LTK/TIE1/EPHA4/PDGFRB/EPHB2/NRP1/AXL/EPHB3",13
"GO:0023026","GO:0023026","MHC class II protein complex binding","12/777","27/18369",2.92058214310092e-10,8.65222459893646e-08,7.70111396680821e-08,"CD4/HLA-DPA1/HLA-DMA/HLA-DPB1/CD81/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",12
"GO:0015026","GO:0015026","coreceptor activity","11/777","48/18369",3.89303278194723e-06,0.000461324384660747,0.000410612510264329,"CD4/ACVR2A/CCR5/CD28/ENG/TGFBR3/GPR15/CD8B/CD8A/TMIGD2/NRP1",11
"GO:0042287","GO:0042287","MHC protein binding","10/777","42/18369",7.43605293263833e-06,0.000677824825013571,0.000603313768299887,"CD4/CD244/CD81/KLRK1/CD8B/CD8A/FCRL6/LAG3/KIR3DL2/KLRC4-KLRK1",10
"GO:0001637","GO:0001637","G protein-coupled chemoattractant receptor activity","8/777","25/18369",5.63149847771892e-06,0.000556110474674743,0.000494979076725821,"CMKLR1/CCR5/CX3CR1/CCR7/CXCR5/CCR6/CXCR3/CCR3",8
"GO:0004950","GO:0004950","chemokine receptor activity","8/777","25/18369",5.63149847771892e-06,0.000556110474674743,0.000494979076725821,"CMKLR1/CCR5/CX3CR1/CCR7/CXCR5/CCR6/CXCR3/CCR3",8
"GO:0019956","GO:0019956","chemokine binding","6/777","22/18369",0.000234188593147608,0.0146059727831535,0.0130003861680833,"CCR5/CX3CR1/CCR7/CCR6/CXCR3/CCR3",6
"GO:0032395","GO:0032395","MHC class II receptor activity","5/777","10/18369",2.82121134660673e-05,0.00238795388980641,0.00212545396187965,"HLA-DPA1/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DRB3",5
"GO:0140327","GO:0140327","flippase activity","5/777","16/18369",0.000395472580929715,0.0213015912909869,0.0189599773249557,"ATP10A/ATP8B2/ABCB1/ATP8A2/TMEM30B",5
"GO:0004675","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","5/777","17/18369",0.000540848282574878,0.0267043839521346,0.0237688587342117,"ACVR2A/ACVR2B/TGFBR3/LTBP4/ACVR1C",5
"GO:0015278","GO:0015278","calcium-release channel activity","5/777","17/18369",0.000540848282574878,0.0267043839521346,0.0237688587342117,"TPCN1/MCOLN2/ITPR3/RYR1/MCOLN3",5
"GO:0042288","GO:0042288","MHC class I protein binding","5/777","19/18369",0.000947248848781966,0.0387065477864355,0.0344516641190392,"CD244/KLRK1/CD8B/CD8A/KLRC4-KLRK1",5
"GO:0042289","GO:0042289","MHC class II protein binding","4/777","7/18369",0.00010037602208001,0.00792970574432077,0.00705801923678384,"CD4/CD81/FCRL6/LAG3",4
"GO:0019957","GO:0019957","C-C chemokine binding","4/777","8/18369",0.000194020927643774,0.0127730444032151,0.0113689455847404,"CCR5/CCR7/CCR6/CCR3",4
"GO:0032394","GO:0032394","MHC class Ib receptor activity","4/777","8/18369",0.000194020927643774,0.0127730444032151,0.0113689455847404,"KLRK1/CD160/KLRC1/KLRC4-KLRK1",4
"GO:0042608","GO:0042608","T cell receptor binding","4/777","11/18369",0.000825965103962553,0.0349560231498438,0.031113422337236,"CD3E/LCK/CD3G/HLA-DRB1",4
"GO:0017154","GO:0017154","semaphorin receptor activity","4/777","12/18369",0.00119764949489308,0.0457811177886548,0.0407485498771771,"NRP2/PLXNB2/PLXNA1/NRP1",4
"GO:0016493","GO:0016493","C-C chemokine receptor activity","3/777","5/18369",0.000707183405921105,0.0322312436929427,0.0286881689365566,"CCR5/CCR7/CCR6",3
"GO:0072345","GO:0072345","NAADP-sensitive calcium-release channel activity","3/777","5/18369",0.000707183405921105,0.0322312436929427,0.0286881689365566,"TPCN1/MCOLN2/MCOLN3",3
